1,"{'ClassDefinition': 6, 'FormalMethodParameter': 2, 'java.lang.System.out.println': 1, 'MethodDefinition': 6, 'StaticMethodSpecifier': 2, 'StringDataType': 7, 'PublicMethodSpecifier': 6, 'java.lang.System.out.print': 6, 'VoidDataType': 6, 'ActualMethodParameter': 7, 'StringLiteral': 7, 'PublicClassSpecifier': 6}","['PublicClassSpecifier', 'StringDataType', 'StringLiteral', 'PublicMethodSpecifier', 'java.lang.System.out.println', 'MethodDefinition', 'VoidDataType', 'ClassDefinition', 'ActualMethodParameter', 'java.lang.System.out.print', 'StaticMethodSpecifier', 'FormalMethodParameter']"
2,"{'ConstructorCall': 4, 'ObjectMethodInvocation': 7, 'True': 1, 'StringAddition': 16, 'MethodDefinition': 32, 'StaticMethodSpecifier': 4, 'ImportStatement': 4, 'SubtractExpression': 1, 'StringDataType': 31, 'PublicMethodSpecifier': 32, 'java.lang.System.out.print': 6, 'IntDataType': 34, 'ExplicitTypeCasting': 3, 'FormalMethodParameter': 4, 'SimpleAssignmentExpression': 65, 'ActualMethodParameter': 34, 'StringLiteral': 26, 'PublicClassSpecifier': 32, 'ClassDefinition': 32, 'AddExpression': 12, 'java.lang.Integer.parseInt': 3, 'ModulusExpression': 1, 'java.lang.System.out.println': 21, 'BooleanDataType': 1, 'StringVariable': 10, 'StringInitializationStatement': 5, 'DivideExpression': 10, 'DoubleDataType': 10, 'ObjectCreationStatement': 4, 'MultiplyExpression': 6, 'VoidDataType': 32}","['SimpleAssignmentExpression', 'IntDataType', 'StringAddition', 'True', 'StringVariable', 'StringInitializationStatement', 'DoubleDataType', 'BooleanDataType', 'AddExpression', 'MultiplyExpression', 'SubtractExpression', 'DivideExpression', 'ModulusExpression', 'ExplicitTypeCasting', 'ImportStatement', 'ConstructorCall', 'ObjectCreationStatement', 'ObjectMethodInvocation', 'java.lang.Integer.parseInt']"
3,"{'IfElseIfStatement': 2, 'ObjectMethodInvocation': 3, 'IfStatement': 6, 'GreaterEqualExpression': 1, 'NotEqualExpression': 1, 'StringVariable': 4, 'MethodDefinition': 13, 'StringDataType': 34, 'PublicMethodSpecifier': 13, 'IntDataType': 13, 'SimpleAssignmentExpression': 19, 'ActualMethodParameter': 31, 'IfElseStatement': 8, 'PublicClassSpecifier': 13, 'GreaterExpression': 8, 'LessExpression': 4, 'java.lang.String.equals': 3, 'ClassDefinition': 13, 'AndExpression': 2, 'java.lang.System.out.println': 28, 'StringAddition': 2, 'BooleanDataType': 2, 'StringLiteral': 34, 'EqualExpression': 3, 'StringInitializationStatement': 4, 'NotExpression': 1, 'OrExpression': 2, 'VoidDataType': 13}","['IfStatement', 'GreaterExpression', 'GreaterEqualExpression', 'NotEqualExpression', 'LessExpression', 'IfElseStatement', 'IfElseIfStatement', 'EqualExpression', 'java.lang.String.equals', 'AndExpression', 'OrExpression', 'NotExpression']"
4,"{'StringLiteral': 28, 'IfElseIfStatement': 2, 'ObjectMethodInvocation': 11, 'True': 4, 'GreaterEqualExpression': 2, 'StringAddition': 4, 'MethodDefinition': 18, 'SimpleVariable': 1, 'SubtractExpression': 2, 'StringDataType': 30, 'PublicMethodSpecifier': 18, 'java.lang.System.out.print': 3, 'VoidDataType': 18, 'MultiplyAssignmentExpression': 1, 'java.lang.Integer.parseInt': 5, 'AndExpression': 1, 'WhileStatement': 11, 'ActualMethodParameter': 44, 'StringVariable': 2, 'PublicClassSpecifier': 18, 'IfStatement': 4, 'GreaterExpression': 2, 'LessExpression': 8, 'java.lang.String.equals': 4, 'ClassDefinition': 18, 'AddExpression': 5, 'MinusAssignmentExpression': 1, 'DivideAssignmentExpression': 1, 'java.lang.System.out.println': 32, 'AddAssignmentExpression': 4, 'IntDataType': 20, 'IfElseStatement': 2, 'LessEqualExpression': 1, 'PostDecrementExpression': 1, 'PostIncrementExpression': 5, 'DivideExpression': 2, 'OrExpression': 1, 'MultiplyExpression': 1, 'SimpleAssignmentExpression': 31}","['WhileStatement', 'PostIncrementExpression', 'PostDecrementExpression', 'AddAssignmentExpression', 'MinusAssignmentExpression', 'MultiplyAssignmentExpression', 'DivideAssignmentExpression', 'LessEqualExpression', 'SimpleVariable']"
5,"{'ConstructorCall': 4, 'ObjectMethodInvocation': 2, 'java.lang.Integer.parseInt': 2, 'StringAddition': 13, 'DoubleDataType': 3, 'MethodDefinition': 24, 'StaticMethodSpecifier': 5, 'ImportStatement': 3, 'SubtractExpression': 1, 'IntDataType': 16, 'PublicMethodSpecifier': 24, 'java.lang.System.out.print': 3, 'StringDataType': 34, 'SimpleVariable': 15, 'AddExpression': 6, 'SimpleAssignmentExpression': 23, 'ActualMethodParameter': 37, 'StringVariable': 8, 'PublicClassSpecifier': 22, 'WhileStatement': 1, 'LessExpression': 1, 'ClassDefinition': 22, 'FormalMethodParameter': 3, 'ReturnStatement': 4, 'java.lang.System.out.println': 16, 'StringLiteral': 30, 'StringInitializationStatement': 4, 'PostIncrementExpression': 1, 'DivideExpression': 2, 'MultiplyExpression': 1, 'ObjectCreationStatement': 4, 'ArrayDataType': 7, 'VoidDataType': 29}","['ArrayDataType', 'ReturnStatement']"
6,"{'ConstructorCall': 1, 'IfElseIfStatement': 1, 'ObjectMethodInvocation': 13, 'IfStatement': 1, 'StringAddition': 10, 'MethodDefinition': 12, 'CharDataType': 2, 'StringDataType': 28, 'java.lang.String.substring': 6, 'PublicMethodSpecifier': 12, 'StringConstructorCall': 1, 'VoidDataType': 12, 'java.lang.String.length': 8, 'SimpleAssignmentExpression': 22, 'ActualMethodParameter': 26, 'StringVariable': 13, 'PublicClassSpecifier': 12, 'java.lang.String.equals': 2, 'ClassDefinition': 12, 'AddExpression': 1, 'java.lang.System.out.println': 16, 'IntDataType': 3, 'StringLiteral': 26, 'StringInitializationStatement': 10, 'MultiplyExpression': 1, 'java.lang.String.charAt': 2, 'StringCreationStatement': 1, 'ObjectCreationStatement': 1}","['java.lang.String.length', 'CharDataType', 'java.lang.String.charAt', 'java.lang.String.substring', 'StringCreationStatement', 'StringConstructorCall']"
7,"{'ObjectMethodInvocation': 84, 'True': 3, 'StringAddition': 4, 'StringVariable': 4, 'MethodDefinition': 31, 'StaticMethodSpecifier': 5, 'ImportStatement': 1, 'StringDataType': 59, 'ForEachStatement': 8, 'EqualExpression': 1, 'PublicMethodSpecifier': 31, 'ArrayInitializationStatement': 11, 'VoidDataType': 32, 'SimpleVariable': 21, 'AddExpression': 4, 'SimpleAssignmentExpression': 45, 'ActualMethodParameter': 129, 'StringLiteral': 53, 'PublicClassSpecifier': 30, 'ReturnStatement': 4, 'GreaterExpression': 18, 'LessExpression': 20, 'ClassDefinition': 30, 'FormalMethodParameter': 5, 'ArrayInitializer': 11, 'WhileStatement': 4, 'java.util.ArrayList': 27, 'java.lang.System.out.println': 45, 'LessEqualExpression': 1, 'IntDataType': 17, 'BooleanDataType': 4, 'IfElseStatement': 6, 'ArrayVariable': 11, 'False': 2, 'IfStatement': 2, 'PostIncrementExpression': 4, 'GenericObjectCreationStatement': 7, 'NotExpression': 1, 'ArrayDataType': 15}","['java.util.ArrayList', 'GenericObjectCreationStatement', 'ArrayInitializationStatement', 'ArrayVariable', 'ArrayInitializer', 'ForEachStatement', 'False']"
8,"{'MethodDefinition': 36, 'ExplicitTypeCasting': 2, 'ImportStatement': 3, 'StringDataType': 66, 'PublicMethodSpecifier': 36, 'SimpleVariable': 22, 'InstanceField': 13, 'StringVariable': 8, 'True': 1, 'WhileStatement': 4, 'PrivateFieldSpecifier': 13, 'False': 1, 'StringLiteral': 56, 'IfStatement': 1, 'DivideExpression': 2, 'DoubleDataType': 3, 'MultiplyExpression': 3, 'ReturnStatement': 13, 'PublicConstructorSpecifier': 5, 'ConstructorCall': 20, 'IfElseIfStatement': 1, 'ObjectMethodInvocation': 59, 'ConstructorDefinition': 5, 'StringAddition': 19, 'InstanceFieldInvocation': 30, 'OverridingToString': 1, 'StaticMethodSpecifier': 6, 'SubtractExpression': 2, 'IntDataType': 22, 'ForEachStatement': 1, 'ArrayInitializationStatement': 1, 'StringConstructorCall': 1, 'VoidDataType': 29, 'AddExpression': 2, 'SimpleAssignmentExpression': 49, 'ActualMethodParameter': 59, 'IfElseStatement': 5, 'PublicClassSpecifier': 35, 'GreaterExpression': 2, 'LessExpression': 7, 'ClassDefinition': 35, 'FormalMethodParameter': 12, 'ArrayInitializer': 1, 'ThisReference': 30, 'java.util.ArrayList': 3, 'java.lang.System.out.println': 25, 'LessEqualExpression': 2, 'BooleanDataType': 1, 'ArrayVariable': 1, 'StringInitializationStatement': 1, 'java.lang.System.out.print': 4, 'PostIncrementExpression': 5, 'GenericObjectCreationStatement': 1, 'ObjectCreationStatement': 20, 'ArrayDataType': 6, 'StringCreationStatement': 1}","['InstanceField', 'PrivateFieldSpecifier', 'ConstructorDefinition', 'ThisReference', 'PublicConstructorSpecifier', 'InstanceFieldInvocation', 'OverridingToString']"
9,"{'ObjectVariable': 6, 'ConstantInvocation': 5, 'MethodDefinition': 45, 'StringDataType': 61, 'PublicMethodSpecifier': 45, 'SimpleVariable': 42, 'InstanceField': 20, 'StringVariable': 6, 'IfStatement': 11, 'AndExpression': 2, 'ConstructorDefinition': 4, 'False': 5, 'StringLiteral': 53, 'NotExpression': 1, 'DivideExpression': 2, 'DoubleDataType': 6, 'MultiplyExpression': 1, 'ReturnStatement': 21, 'PrivateFieldSpecifier': 20, 'PublicConstructorSpecifier': 4, 'ConstructorCall': 34, 'ObjectMethodInvocation': 65, 'True': 7, 'StringAddition': 21, 'InstanceFieldInvocation': 58, 'OverridingToString': 3, 'IntDataType': 25, 'ForEachStatement': 4, 'java.lang.System.out.print': 1, 'VoidDataType': 34, 'AddExpression': 4, 'SimpleAssignmentExpression': 85, 'ActualMethodParameter': 115, 'IfElseStatement': 3, 'PublicClassSpecifier': 37, 'GreaterExpression': 3, 'LessExpression': 6, 'ClassDefinition': 37, 'FormalMethodParameter': 11, 'ThisReference': 58, 'java.util.ArrayList': 1, 'java.lang.System.out.println': 49, 'BooleanDataType': 5, 'nullInitialization': 1, 'EqualExpression': 2, 'StringInitializationStatement': 2, 'PostIncrementExpression': 1, 'GenericObjectCreationStatement': 1, 'ObjectCreationStatement': 34, 'ArrayDataType': 14}","['ObjectVariable', 'nullInitialization', 'ConstantInvocation']"
10,"{'ObjectMethodInvocation': 2, 'StringAddition': 3, 'ArrayCreationStatement': 4, 'MethodDefinition': 17, 'java.lang.Integer.parseInt': 2, 'StringDataType': 13, 'ForEachStatement': 3, 'ExplicitTypeCasting': 1, 'PublicMethodSpecifier': 17, 'ArrayElement': 14, 'IntDataType': 26, 'ArrayLength': 3, 'SimpleVariable': 3, 'WhileStatement': 2, 'ActualMethodParameter': 23, 'SimpleAssignmentExpression': 36, 'PublicClassSpecifier': 17, 'GreaterExpression': 1, 'LessExpression': 7, 'ClassDefinition': 17, 'ArrayInitializer': 14, 'java.lang.System.out.print': 2, 'ReturnStatement': 1, 'java.lang.System.out.println': 18, 'IfElseStatement': 1, 'StringLiteral': 13, 'ArrayVariable': 18, 'PostDecrementExpression': 1, 'ArrayInitializationStatement': 14, 'PostIncrementExpression': 7, 'EqualExpression': 1, 'DoubleDataType': 1, 'ArrayDataType': 19, 'ForStatement': 6, 'VoidDataType': 19}","['ArrayElement', 'ArrayLength', 'ForStatement', 'ArrayCreationStatement']"
